,hypergraph,two_nest_set,three_nest_set
972,"{'e0': [1, 10, 11, 13, 14, 15, 16, 2, 4, 5, 6, 9], 'e1': [1, 11, 14, 15, 16, 2, 3, 4, 6, 7], 'e2': [1, 10, 11, 13, 14, 16, 3, 5, 6, 9], 'e3': [10, 12, 13, 15, 2, 8, 9], 'e4': [15, 16, 2, 4, 6], 'e5': [12, 15, 16, 4, 5], 'e6': [11, 6, 8]}",[],[]
973,"{'e0': [1, 10, 11, 13, 14, 15, 16, 2, 5, 7, 8, 9], 'e1': [1, 11, 13, 16, 2, 3, 4, 6, 7, 8], 'e2': [1, 12, 13, 2, 3, 4, 5, 6, 7, 9], 'e3': [1, 10, 11, 13, 16, 5, 8], 'e4': [10, 16, 3, 6, 7], 'e5': [11, 12, 16, 8, 9], 'e6': [3, 6, 8]}","[[14, 15]]","[[14, 15]]"
974,"{'e0': [1, 10, 11, 13, 14, 15, 16, 3, 5, 6, 8, 9], 'e1': [1, 12, 14, 15, 16, 2, 6, 7, 8, 9], 'e2': [1, 12, 13, 14, 15, 2, 3, 5, 6, 8], 'e3': [1, 10, 12, 13, 5, 6, 8, 9], 'e4': [10, 12, 13, 16, 2, 8], 'e5': [12, 13, 2, 4]}",[],[]
975,"{'e0': [1, 10, 11, 13, 14, 15, 2, 3, 4, 5, 7, 8], 'e1': [1, 10, 14, 15, 3, 5, 6, 7, 8, 9], 'e2': [12, 13, 15, 3, 4, 5, 6, 7, 8, 9], 'e3': [1, 11, 12, 14, 15, 16, 2, 3], 'e4': [1, 10, 13, 16, 3, 8], 'e5': [10, 13, 5, 9]}",[],[]
976,"{'e0': [1, 10, 11, 13, 14, 15, 2, 3, 4, 5, 7, 8], 'e1': [12, 14, 15, 16, 3, 4, 5, 6, 7, 8], 'e2': [13, 14, 16, 2, 3, 4, 5, 6, 8, 9], 'e3': [10, 12, 13, 14, 4, 6, 8], 'e4': [12, 13, 14, 15, 6], 'e5': [10, 14, 15, 16, 8], 'e6': [10, 6, 9]}","[[1, 11]]","[[1, 11]]"
977,"{'e0': [1, 10, 11, 13, 14, 15, 2, 3, 5, 6, 7, 8], 'e1': [1, 10, 11, 12, 15, 16, 2, 3, 5, 9], 'e2': [10, 12, 13, 14, 15, 2, 3, 4, 6, 8], 'e3': [13, 14, 15, 2, 4, 5, 6], 'e4': [1, 12, 16, 6, 7], 'e5': [1, 14, 16, 7, 9], 'e6': [1, 11, 3]}",[],[]
978,"{'e0': [1, 10, 11, 13, 14, 16, 3, 4, 5, 6, 8, 9], 'e1': [1, 11, 14, 15, 16, 2, 4, 7, 8, 9], 'e2': [1, 11, 12, 13, 14, 16, 3, 5, 7, 8], 'e3': [1, 10, 11, 13, 14, 15, 4, 7], 'e4': [10, 11, 13, 15, 6, 8], 'e5': [12, 13, 16, 7]}",[],[]
979,"{'e0': [1, 10, 11, 13, 14, 2, 3, 4, 5, 6, 8, 9], 'e1': [1, 10, 16, 2, 3, 4, 5, 7, 8, 9], 'e2': [10, 12, 14, 15, 16, 2, 3, 4, 6, 8], 'e3': [11, 16, 2, 3, 4, 6, 7, 9], 'e4': [10, 11, 13, 4, 6, 9], 'e5': [11, 2, 4, 5]}","[[12, 15]]","[[12, 15]]"
980,"{'e0': [1, 10, 11, 13, 15, 16, 2, 3, 4, 6, 7, 9], 'e1': [10, 11, 12, 15, 16, 4, 6, 7, 8, 9], 'e2': [1, 10, 13, 14, 2, 4, 5, 7, 8, 9], 'e3': [1, 12, 2, 4, 5, 7, 8], 'e4': [14, 15, 2, 7, 9], 'e5': [11, 15, 3, 5, 8], 'e6': [14, 2, 6]}",[],[]
981,"{'e0': [1, 10, 11, 13, 15, 16, 2, 4, 5, 6, 7, 9], 'e1': [1, 10, 11, 13, 14, 2, 4, 5, 7, 9], 'e2': [1, 12, 13, 14, 15, 2, 3, 4, 5, 8], 'e3': [1, 10, 13, 14, 15, 2, 6, 7], 'e4': [1, 10, 13, 2, 4, 8], 'e5': [11, 14, 2, 8]}","[[3, 12]]","[[3, 12]]"
982,"{'e0': [1, 10, 11, 13, 15, 16, 3, 4, 5, 6, 7, 8], 'e1': [1, 11, 12, 13, 15, 2, 3, 4, 6, 8], 'e2': [1, 10, 13, 14, 2, 3, 4, 7, 8, 9], 'e3': [10, 11, 12, 13, 14, 2, 4, 6], 'e4': [10, 12, 13, 2, 6, 7], 'e5': [15, 4, 5, 7]}","[[5, 16]]","[[5, 16]]"
983,"{'e0': [1, 10, 11, 13, 15, 16, 3, 4, 5, 7, 8, 9], 'e1': [1, 10, 12, 13, 14, 16, 4, 6, 7, 8], 'e2': [1, 10, 11, 12, 14, 15, 16, 2, 3, 7], 'e3': [1, 10, 12, 16, 3, 5, 7], 'e4': [11, 12, 16, 6, 9], 'e5': [15, 16, 5, 7, 8], 'e6': [11, 12, 7]}",[],[]
984,"{'e0': [1, 10, 11, 13, 15, 16, 3, 4, 5, 7, 8, 9], 'e1': [1, 12, 13, 14, 15, 2, 4, 6, 7, 9], 'e2': [1, 10, 14, 16, 2, 3, 4, 5, 6, 9], 'e3': [11, 13, 2, 3, 5, 7, 9], 'e4': [12, 13, 14, 4, 7], 'e5': [11, 13, 14, 16, 3], 'e6': [10, 11, 15]}",[],[]
985,"{'e0': [1, 10, 11, 13, 15, 2, 3, 4, 5, 6, 7, 9], 'e1': [10, 12, 14, 15, 2, 3, 5, 7, 8, 9], 'e2': [1, 10, 11, 12, 13, 16, 2, 4, 6, 8], 'e3': [12, 14, 3, 5, 6, 7, 8], 'e4': [14, 16, 2, 3, 6], 'e5': [1, 10, 12, 2, 4], 'e6': [13, 15, 2]}",[],[]
986,"{'e0': [1, 10, 11, 14, 15, 16, 2, 3, 4, 5, 6, 9], 'e1': [1, 11, 12, 13, 14, 15, 16, 5, 6, 9], 'e2': [1, 11, 13, 14, 16, 2, 3, 4, 8, 9], 'e3': [1, 11, 13, 15, 2, 5, 6, 8], 'e4': [1, 10, 11, 12, 6, 7], 'e5': [14, 15, 4, 6]}",[],[]
987,"{'e0': [1, 10, 11, 14, 15, 16, 2, 4, 5, 6, 7, 9], 'e1': [1, 10, 11, 12, 14, 16, 2, 3, 6, 9], 'e2': [10, 12, 13, 15, 16, 2, 4, 5, 6, 8], 'e3': [10, 11, 14, 15, 2, 7, 8], 'e4': [1, 13, 16, 2, 3], 'e5': [1, 10, 11, 2, 8], 'e6': [14, 16, 9]}",[],[]
988,"{'e0': [1, 10, 11, 14, 15, 16, 3, 4, 5, 6, 7, 8], 'e1': [1, 12, 13, 14, 2, 3, 5, 6, 7, 9], 'e2': [1, 10, 11, 14, 15, 16, 2, 4, 8, 9], 'e3': [14, 2, 3, 6, 7, 8, 9], 'e4': [13, 16, 2, 4, 7], 'e5': [10, 12, 14, 4, 6], 'e6': [1, 2, 7]}",[],[]
989,"{'e0': [1, 10, 11, 14, 15, 16, 3, 4, 5, 6, 7, 9], 'e1': [1, 12, 13, 14, 2, 3, 4, 5, 8, 9], 'e2': [1, 10, 11, 12, 13, 14, 16, 4, 5, 8], 'e3': [10, 12, 14, 16, 3, 4, 5], 'e4': [1, 10, 2, 3, 4], 'e5': [12, 15, 3, 4, 9], 'e6': [11, 4, 5]}","[[6, 7]]","[[6, 7]]"
990,"{'e0': [1, 10, 11, 14, 15, 16, 3, 4, 6, 7, 8, 9], 'e1': [1, 10, 12, 14, 15, 2, 3, 4, 6, 8], 'e2': [1, 10, 12, 14, 15, 4, 5, 7, 8, 9], 'e3': [12, 16, 2, 4, 5, 6, 7], 'e4': [1, 2, 3, 5, 6], 'e5': [11, 13, 3, 4, 6], 'e6': [11, 15, 4]}",[],[]
991,"{'e0': [1, 10, 11, 14, 15, 16, 3, 4, 6, 7, 8, 9], 'e1': [10, 11, 13, 14, 15, 16, 2, 4, 8, 9], 'e2': [10, 11, 15, 2, 4, 5, 6, 7, 8, 9], 'e3': [10, 11, 13, 16, 4, 8, 9], 'e4': [11, 12, 14, 16, 7], 'e5': [13, 14, 2, 5, 8], 'e6': [12, 14, 3]}","[[3, 12]]","[[3, 12]]"
992,"{'e0': [1, 10, 11, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 10, 12, 2, 3, 4, 5, 9], 'e2': [10, 12, 4, 7, 8], 'e3': [11, 2, 3, 7]}","[[6, 11]]","[[6, 11]]"
993,"{'e0': [1, 10, 11, 2, 3, 4, 5, 6, 7, 9], 'e1': [1, 10, 2, 3, 5, 6, 8, 9], 'e2': [1, 12, 3, 4, 8], 'e3': [10, 2, 7, 8]}",[],[]
994,"{'e0': [1, 10, 11, 2, 3, 4, 5, 6, 7, 9], 'e1': [1, 11, 12, 3, 4, 5, 7, 9], 'e2': [11, 2, 5, 6, 8], 'e3': [1, 3, 5, 8]}","[[4, 12], [7, 12], [9, 12], [10, 12]]","[[4, 12], [7, 12], [9, 12], [10, 12]]"
995,"{'e0': [1, 10, 11, 2, 3, 5, 6, 7, 8, 9], 'e1': [1, 11, 12, 3, 4, 5, 7, 8], 'e2': [1, 10, 3, 7, 9], 'e3': [10, 3, 4, 7]}","[[2, 6], [2, 9], [6, 9]]","[[2, 6], [2, 9], [6, 9]]"
996,"{'e0': [1, 10, 12, 13, 14, 15, 16, 2, 3, 4, 5, 8], 'e1': [1, 10, 12, 13, 15, 2, 3, 4, 6, 7], 'e2': [13, 16, 2, 3, 4, 5, 6, 7, 8, 9], 'e3': [1, 12, 14, 3, 5, 6, 7], 'e4': [10, 11, 13, 15, 5], 'e5': [11, 13, 14, 15, 6], 'e6': [1, 13, 9]}",[],[]
997,"{'e0': [1, 10, 12, 13, 14, 15, 16, 2, 3, 4, 7, 8], 'e1': [1, 10, 11, 12, 14, 2, 3, 5, 6, 8], 'e2': [1, 13, 14, 2, 3, 4, 5, 6, 7, 8], 'e3': [1, 13, 15, 16, 2, 5, 8, 9], 'e4': [10, 14, 15, 16, 4, 7], 'e5': [1, 11, 16, 8]}",[],[]
998,"{'e0': [1, 10, 12, 13, 14, 15, 16, 4, 5, 7, 8, 9], 'e1': [1, 10, 11, 12, 14, 16, 4, 6, 7, 8], 'e2': [1, 10, 12, 14, 15, 4, 5, 6, 8, 9], 'e3': [1, 11, 13, 16, 2, 3, 4, 6], 'e4': [12, 15, 16, 3, 4, 8], 'e5': [1, 12, 14, 15]}",[],[]
999,"{'e0': [1, 10, 12, 13, 14, 15, 16, 4, 6, 7, 8, 9], 'e1': [1, 10, 12, 13, 15, 16, 2, 7, 8, 9], 'e2': [1, 10, 11, 12, 13, 16, 3, 4, 6, 8], 'e3': [1, 11, 12, 13, 14, 6, 8], 'e4': [10, 11, 15, 4, 6], 'e5': [1, 11, 2, 3, 5], 'e6': [12, 15, 9]}",[],[]
1000,"{'e0': [1, 10, 12, 13, 14, 15, 2, 3, 4, 5, 6, 8], 'e1': [1, 10, 13, 14, 15, 16, 4, 7, 8, 9], 'e2': [1, 10, 11, 12, 13, 16, 5, 6, 7, 9], 'e3': [1, 12, 13, 14, 3, 4, 5, 6], 'e4': [12, 13, 14, 4, 6, 8], 'e5': [15, 2, 4, 5]}",[],[]
1001,"{'e0': [1, 10, 12, 13, 14, 15, 3, 4, 5, 6, 7, 9], 'e1': [1, 10, 11, 12, 13, 16, 3, 4, 7, 9], 'e2': [1, 12, 15, 2, 3, 4, 5, 6, 7, 8], 'e3': [1, 12, 14, 4, 7, 8, 9], 'e4': [1, 10, 6, 7, 9], 'e5': [1, 10, 12, 14, 8], 'e6': [14, 16, 9]}",[],[]
1002,"{'e0': [1, 10, 12, 13, 14, 16, 2, 3, 4, 6, 7, 9], 'e1': [10, 11, 12, 13, 14, 15, 16, 3, 6, 8], 'e2': [1, 11, 12, 13, 14, 4, 5, 6, 7, 9], 'e3': [1, 10, 12, 15, 3, 4, 7, 8], 'e4': [10, 3, 4, 5, 6, 9], 'e5': [1, 13, 3, 6]}",[],[]
1003,"{'e0': [1, 10, 12, 13, 14, 16, 2, 4, 6, 7, 8, 9], 'e1': [10, 13, 14, 15, 16, 3, 4, 5, 6, 9], 'e2': [11, 12, 13, 14, 15, 16, 2, 5, 7, 9], 'e3': [10, 11, 13, 14, 15, 16, 5], 'e4': [1, 16, 5, 7, 8], 'e5': [1, 15, 2, 5, 8], 'e6': [10, 14, 2]}",[],[]
1004,"{'e0': [1, 10, 12, 13, 14, 16, 3, 4, 5, 6, 7, 9], 'e1': [10, 11, 12, 15, 16, 5, 6, 7, 8, 9], 'e2': [10, 12, 13, 15, 16, 2, 3, 5, 8, 9], 'e3': [10, 14, 16, 2, 3, 4, 8], 'e4': [1, 13, 14, 15, 4], 'e5': [10, 16, 3, 5, 9], 'e6': [3, 4, 7]}",[],[]
1005,"{'e0': [1, 10, 12, 13, 15, 16, 2, 3, 4, 6, 7, 8], 'e1': [10, 11, 15, 16, 2, 3, 4, 5, 7, 9], 'e2': [1, 10, 11, 12, 14, 15, 3, 4, 7, 9], 'e3': [10, 13, 15, 16, 2, 4, 6], 'e4': [1, 12, 14, 4, 8], 'e5': [10, 11, 12, 2, 9], 'e6': [13, 15, 6]}","[[6, 13]]","[[6, 13]]"
1006,"{'e0': [1, 10, 12, 13, 15, 16, 2, 3, 5, 6, 7, 8], 'e1': [1, 14, 16, 2, 4, 5, 6, 7, 8, 9], 'e2': [1, 10, 15, 2, 3, 4, 5, 6, 8, 9], 'e3': [10, 12, 14, 3, 4, 5, 6, 9], 'e4': [1, 16, 3, 4, 5, 6], 'e5': [11, 12, 7, 9]}",[],[]
1007,"{'e0': [1, 10, 12, 13, 15, 16, 3, 4, 6, 7, 8, 9], 'e1': [11, 13, 14, 15, 16, 2, 3, 4, 5, 9], 'e2': [11, 13, 14, 15, 2, 3, 5, 7, 8, 9], 'e3': [1, 11, 12, 14, 15, 16, 4, 8], 'e4': [1, 10, 12, 13, 16, 9], 'e5': [1, 11, 4, 9]}","[[6, 10]]","[[6, 10]]"
1008,"{'e0': [1, 10, 12, 13, 16, 2, 4, 5, 6, 7, 8, 9], 'e1': [1, 10, 12, 13, 15, 2, 5, 6, 7, 9], 'e2': [10, 13, 15, 16, 2, 3, 4, 5, 6, 8], 'e3': [1, 13, 14, 3, 5, 6, 8, 9], 'e4': [10, 11, 13, 3, 8, 9], 'e5': [11, 16, 4, 8]}",[],[]
1009,"{'e0': [1, 10, 12, 14, 15, 16, 2, 3, 4, 5, 6, 8], 'e1': [1, 10, 13, 14, 16, 2, 4, 7, 8, 9], 'e2': [11, 12, 13, 14, 15, 16, 4, 5, 6, 7], 'e3': [10, 12, 16, 4, 5, 6, 8], 'e4': [1, 10, 4, 6, 8], 'e5': [12, 14, 16, 5, 7], 'e6': [11, 16, 6]}",[],[]
1010,"{'e0': [1, 10, 12, 14, 15, 16, 2, 3, 4, 6, 7, 8], 'e1': [11, 12, 15, 2, 3, 4, 5, 6, 7, 9], 'e2': [1, 10, 11, 12, 16, 2, 5, 6, 8, 9], 'e3': [10, 11, 12, 13, 15, 2, 4, 9], 'e4': [10, 11, 12, 6, 7, 8], 'e5': [11, 14, 2, 3]}",[],[]
1011,"{'e0': [1, 10, 12, 14, 15, 16, 2, 3, 6, 7, 8, 9], 'e1': [10, 12, 14, 15, 16, 2, 4, 5, 6, 8], 'e2': [11, 12, 13, 14, 16, 3, 4, 6, 8, 9], 'e3': [1, 10, 12, 2, 5, 6, 8], 'e4': [1, 13, 2, 5, 9], 'e5': [11, 14, 4, 6, 9], 'e6': [3, 5, 6]}",[],[]
1012,"{'e0': [1, 10, 12, 14, 15, 2, 4, 5, 6, 7, 8, 9], 'e1': [1, 12, 15, 16, 2, 5, 6, 7, 8, 9], 'e2': [11, 12, 14, 16, 2, 3, 4, 6, 8, 9], 'e3': [10, 12, 13, 15, 16, 4, 7, 9], 'e4': [1, 12, 16, 4, 7, 9], 'e5': [13, 3, 6, 8]}",[],[]
1013,"{'e0': [1, 10, 12, 15, 16, 2, 4, 5, 6, 7, 8, 9], 'e1': [1, 10, 12, 2, 4, 5, 6, 7, 8, 9], 'e2': [13, 14, 15, 16, 4, 5, 6, 7, 8, 9], 'e3': [11, 14, 2, 3, 5, 6, 7, 8], 'e4': [1, 11, 12, 6, 7, 9], 'e5': [12, 2, 3, 7]}",[],[]
1014,"{'e0': [1, 10, 12, 16, 2, 3, 4, 5, 6, 7, 8, 9], 'e1': [1, 11, 13, 15, 2, 5, 6, 7, 8, 9], 'e2': [10, 11, 12, 13, 14, 2, 3, 4, 6, 8], 'e3': [1, 10, 11, 12, 16, 2, 8], 'e4': [11, 13, 15, 16, 3], 'e5': [1, 11, 3, 5, 7], 'e6': [14, 15, 4]}",[],[]
1015,"{'e0': [1, 10, 12, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 10, 11, 12, 5, 7, 8, 9], 'e2': [11, 3, 4, 5, 7], 'e3': [10, 12, 7, 9]}","[[2, 6]]","[[2, 6]]"
1016,"{'e0': [1, 10, 12, 2, 3, 4, 5, 6, 7, 9], 'e1': [10, 11, 2, 3, 4, 6, 8, 9], 'e2': [1, 2, 4, 6, 9], 'e3': [11, 2, 4, 5]}","[[1, 7], [1, 12], [7, 12]]","[[1, 7], [1, 12], [7, 12]]"
1017,"{'e0': [1, 10, 12, 2, 3, 4, 5, 6, 7, 9], 'e1': [10, 11, 3, 4, 5, 6, 8, 9], 'e2': [10, 12, 2, 7, 8], 'e3': [12, 2, 3, 8]}",[],[]
1018,"{'e0': [1, 10, 12, 2, 3, 4, 5, 7, 8, 9], 'e1': [10, 11, 12, 3, 5, 6, 7, 8], 'e2': [10, 11, 2, 6, 9], 'e3': [2, 7, 8, 9]}","[[1, 4]]","[[1, 4]]"
1019,"{'e0': [1, 10, 12, 2, 3, 4, 5, 7, 8, 9], 'e1': [10, 12, 2, 3, 5, 6, 8, 9], 'e2': [1, 11, 5, 6, 9], 'e3': [11, 2, 6, 9]}","[[4, 7]]","[[4, 7]]"
1020,"{'e0': [1, 10, 12, 2, 3, 4, 6, 7, 8, 9], 'e1': [1, 11, 3, 4, 5, 6, 8, 9], 'e2': [10, 2, 3, 5, 7], 'e3': [12, 3, 5, 7]}",[],[]
1021,"{'e0': [1, 10, 12, 2, 4, 5, 6, 7, 8, 9], 'e1': [1, 10, 11, 2, 3, 4, 5, 8], 'e2': [11, 2, 4, 7, 9], 'e3': [11, 2, 8, 9]}","[[6, 12]]","[[6, 12]]"
1022,"{'e0': [1, 10, 12, 3, 4, 5, 6, 7, 8, 9], 'e1': [10, 11, 12, 2, 4, 5, 7, 9], 'e2': [10, 11, 12, 2, 8], 'e3': [1, 10, 11, 7]}","[[3, 6]]","[[3, 6]]"
1023,"{'e0': [1, 10, 13, 14, 15, 16, 2, 3, 5, 6, 7, 9], 'e1': [1, 11, 13, 14, 15, 16, 4, 6, 8, 9], 'e2': [10, 11, 12, 14, 15, 16, 3, 7, 8, 9], 'e3': [10, 13, 14, 15, 3, 4, 5, 8], 'e4': [1, 12, 2, 5, 8, 9], 'e5': [1, 13, 7, 9]}",[],[]
1024,"{'e0': [1, 10, 13, 14, 15, 16, 3, 4, 5, 6, 8, 9], 'e1': [11, 12, 14, 15, 16, 3, 4, 5, 6, 9], 'e2': [1, 11, 12, 14, 2, 4, 5, 6, 7, 8], 'e3': [1, 10, 12, 13, 16, 7, 8], 'e4': [1, 10, 16, 7, 9], 'e5': [1, 13, 14, 3, 6], 'e6': [13, 14, 4]}",[],[]
1025,"{'e0': [1, 10, 13, 14, 15, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 10, 12, 13, 3, 4, 5, 6, 8, 9], 'e2': [1, 10, 12, 14, 15, 16, 4, 6, 8, 9], 'e3': [1, 11, 13, 3, 6, 8, 9], 'e4': [12, 16, 3, 5, 7], 'e5': [11, 12, 15, 3, 6], 'e6': [16, 3, 5]}",[],[]
1026,"{'e0': [1, 10, 13, 14, 16, 2, 4, 5, 6, 7, 8, 9], 'e1': [10, 12, 13, 15, 16, 2, 3, 4, 8, 9], 'e2': [1, 10, 13, 14, 15, 3, 6, 7, 8, 9], 'e3': [10, 11, 14, 15, 16, 2, 3, 8], 'e4': [1, 13, 2, 3, 4, 5], 'e5': [13, 3, 4, 6]}",[],[]
1027,"{'e0': [1, 10, 13, 14, 16, 2, 4, 5, 6, 7, 8, 9], 'e1': [11, 12, 13, 15, 16, 4, 6, 7, 8, 9], 'e2': [1, 11, 12, 13, 14, 15, 2, 3, 5, 7], 'e3': [1, 11, 14, 15, 16, 3, 8, 9], 'e4': [10, 12, 14, 15, 16, 2], 'e5': [13, 14, 16, 3]}",[],[]
1028,"{'e0': [1, 10, 14, 15, 16, 2, 3, 4, 5, 6, 7, 9], 'e1': [1, 10, 11, 12, 13, 15, 2, 4, 6, 8], 'e2': [1, 10, 11, 12, 13, 2, 3, 5, 7, 9], 'e3': [12, 3, 4, 5, 6, 7, 9], 'e4': [10, 12, 16, 5, 9], 'e5': [13, 15, 16, 7, 8], 'e6': [15, 2, 4]}",[],[]
1029,"{'e0': [1, 10, 14, 15, 16, 2, 3, 4, 6, 7, 8, 9], 'e1': [1, 10, 11, 12, 13, 14, 15, 2, 4, 5], 'e2': [1, 10, 11, 13, 14, 2, 6, 7, 8, 9], 'e3': [1, 10, 11, 14, 3, 4, 7, 9], 'e4': [1, 11, 14, 6, 8, 9], 'e5': [1, 14, 3, 6]}","[[5, 12]]","[[5, 12]]"
1030,"{'e0': [1, 10, 14, 15, 16, 2, 3, 4, 6, 7, 8, 9], 'e1': [1, 11, 12, 14, 15, 16, 5, 7, 8, 9], 'e2': [1, 10, 11, 12, 13, 14, 2, 4, 5, 9], 'e3': [10, 15, 2, 4, 5, 8, 9], 'e4': [11, 16, 2, 4, 6], 'e5': [1, 12, 13, 16, 9], 'e6': [13, 15, 4]}",[],[]
1031,"{'e0': [1, 10, 2, 3, 4, 5, 6, 7, 8, 9], 'e1': [1, 10, 11, 2, 4, 5, 6, 8], 'e2': [10, 11, 6, 8, 9], 'e3': [1, 12, 2, 9]}","[[3, 7], [3, 12], [7, 12]]","[[3, 7], [3, 12], [7, 12]]"
1032,"{'e0': [1, 11, 12, 13, 14, 15, 16, 2, 3, 6, 7, 8], 'e1': [1, 11, 13, 14, 15, 16, 4, 5, 7, 8], 'e2': [10, 11, 12, 13, 15, 16, 2, 3, 4, 6], 'e3': [10, 14, 15, 3, 4, 7, 8], 'e4': [10, 13, 15, 16, 6], 'e5': [2, 4, 6, 7, 9], 'e6': [11, 5, 8]}",[],[]
1033,"{'e0': [1, 11, 12, 13, 14, 15, 16, 2, 4, 5, 7, 8], 'e1': [11, 12, 14, 15, 2, 3, 4, 6, 7, 9], 'e2': [1, 10, 12, 13, 15, 16, 2, 7, 8, 9], 'e3': [1, 10, 11, 13, 14, 3, 7, 8], 'e4': [10, 11, 12, 16, 2, 6], 'e5': [14, 2, 5, 7]}",[],[]
1034,"{'e0': [1, 11, 12, 13, 14, 15, 16, 2, 4, 7, 8, 9], 'e1': [1, 12, 14, 15, 16, 5, 6, 7, 8, 9], 'e2': [12, 13, 14, 15, 2, 4, 5, 6, 8, 9], 'e3': [12, 13, 2, 3, 5, 6, 9], 'e4': [1, 12, 15, 5, 8], 'e5': [10, 11, 14, 4, 9], 'e6': [13, 15, 7]}","[[10, 11]]","[[10, 11]]"
1035,"{'e0': [1, 11, 12, 13, 14, 15, 16, 2, 5, 6, 7, 9], 'e1': [1, 12, 13, 2, 3, 4, 5, 6, 7, 9], 'e2': [10, 11, 12, 14, 15, 2, 3, 5, 8, 9], 'e3': [13, 14, 15, 16, 4, 6, 8, 9], 'e4': [1, 13, 14, 16, 6, 7], 'e5': [10, 13, 16, 9]}",[],[]
1036,"{'e0': [1, 11, 12, 13, 14, 15, 16, 3, 4, 6, 7, 8], 'e1': [1, 10, 11, 13, 16, 2, 3, 4, 5, 7], 'e2': [1, 10, 13, 14, 15, 2, 4, 6, 7, 8], 'e3': [1, 10, 11, 12, 14, 6, 8], 'e4': [11, 13, 4, 7, 9], 'e5': [3, 5, 6, 7, 9], 'e6': [1, 3, 9]}",[],[]
1037,"{'e0': [1, 11, 12, 13, 14, 15, 16, 4, 5, 6, 8, 9], 'e1': [1, 10, 11, 13, 14, 2, 3, 5, 7, 8], 'e2': [1, 10, 12, 13, 16, 2, 4, 6, 8, 9], 'e3': [11, 13, 14, 15, 4, 6, 7, 8], 'e4': [12, 15, 16, 5, 6, 8], 'e5': [12, 13, 6, 9]}",[],[]
1038,"{'e0': [1, 11, 12, 13, 14, 15, 2, 3, 5, 6, 7, 8], 'e1': [11, 12, 15, 2, 3, 4, 5, 6, 7, 8], 'e2': [1, 10, 11, 13, 2, 3, 4, 7, 8, 9], 'e3': [1, 11, 12, 13, 14, 15, 16, 7], 'e4': [11, 12, 14, 5, 7, 8], 'e5': [12, 16, 5, 9]}",[],[]
1039,"{'e0': [1, 11, 12, 13, 14, 15, 2, 3, 5, 6, 7, 8], 'e1': [11, 13, 15, 16, 3, 4, 5, 6, 8, 9], 'e2': [1, 11, 12, 15, 2, 4, 5, 6, 7, 9], 'e3': [1, 16, 2, 3, 5, 6, 7, 9], 'e4': [10, 15, 2, 3, 5, 7], 'e5': [12, 16, 8, 9]}","[[10, 14]]","[[10, 14]]"
1040,"{'e0': [1, 11, 12, 13, 14, 15, 2, 4, 5, 6, 8, 9], 'e1': [11, 13, 14, 2, 3, 5, 6, 7, 8, 9], 'e2': [10, 12, 13, 15, 16, 2, 4, 6, 7, 9], 'e3': [10, 13, 15, 16, 3, 7, 9], 'e4': [13, 16, 2, 4, 6], 'e5': [11, 16, 3, 8, 9], 'e6': [2, 6, 8]}",[],[]
1041,"{'e0': [1, 11, 12, 13, 14, 15, 2, 5, 6, 7, 8, 9], 'e1': [1, 10, 13, 15, 16, 2, 4, 7, 8, 9], 'e2': [11, 12, 13, 15, 16, 2, 3, 4, 5, 9], 'e3': [1, 12, 13, 16, 2, 5, 6, 7], 'e4': [1, 10, 11, 2, 4, 9], 'e5': [10, 11, 12, 9]}",[],[]
1042,"{'e0': [1, 11, 12, 13, 14, 16, 3, 4, 5, 6, 8, 9], 'e1': [1, 10, 12, 13, 2, 3, 5, 6, 8, 9], 'e2': [1, 10, 13, 15, 16, 2, 4, 5, 6, 7], 'e3': [10, 13, 14, 16, 4, 5, 7], 'e4': [11, 12, 16, 5, 8], 'e5': [10, 12, 4, 7, 8], 'e6': [11, 12, 13]}",[],[]
1043,"{'e0': [1, 11, 12, 13, 14, 16, 4, 5, 6, 7, 8, 9], 'e1': [1, 11, 13, 14, 16, 3, 6, 7, 8, 9], 'e2': [10, 11, 12, 13, 14, 15, 16, 2, 5, 9], 'e3': [1, 10, 12, 13, 14, 15, 16, 7], 'e4': [1, 11, 12, 15, 16, 3], 'e5': [1, 16, 2, 3]}",[],[]
1044,"{'e0': [1, 11, 12, 13, 14, 2, 4, 5, 6, 7, 8, 9], 'e1': [10, 11, 13, 14, 15, 16, 3, 4, 6, 7], 'e2': [10, 12, 13, 14, 15, 2, 3, 6, 7, 8], 'e3': [10, 11, 12, 15, 2, 3, 5, 7], 'e4': [11, 12, 15, 3, 4, 8], 'e5': [10, 11, 2, 5]}","[[1, 9]]","[[1, 9]]"
1045,"{'e0': [1, 11, 12, 13, 14, 2, 4, 5, 6, 7, 8, 9], 'e1': [14, 15, 16, 2, 3, 4, 5, 6, 8, 9], 'e2': [10, 11, 13, 14, 15, 16, 2, 3, 5, 9], 'e3': [1, 11, 12, 16, 2, 3, 4], 'e4': [12, 13, 14, 3, 6], 'e5': [13, 2, 3, 5, 8], 'e6': [4, 5, 8]}",[],[]
